258.5033874511719,-194.4567108154297
258.5095520019531,-196.45669555664062
258.5157165527344,-198.45668029785156
258.52191162109375,-200.45668029785156
258.528076171875,-202.4566650390625
258.53424072265625,-204.4566650390625
258.5404052734375,-206.45664978027344
258.54656982421875,-208.45663452148438
258.552734375,-210.45663452148438
258.5589294433594,-212.4566192626953
258.5650939941406,-214.45660400390625
258.5712585449219,-216.45660400390625
258.5774230957031,-218.4565887451172
258.5835876464844,-220.45657348632812
258.5897521972656,-222.45657348632812
258.595947265625,-224.45655822753906
258.60211181640625,-226.45655822753906
258.6082763671875,-228.45654296875
258.61444091796875,-230.45654296875
258.62060546875,-232.45652770996094
258.62677001953125,-234.45651245117188
258.63861083984375,-238.28857421875
258.63861083984375,-238.28857421875
258.77886962890625,-239.96759033203125
259.23529052734375,-241.55921936035156
259.9917297363281,-243.03208923339844
261.00714111328125,-244.31271362304688
262.2423095703125,-245.29527282714844
263.6748962402344,-245.95777893066406
265.8446960449219,-246.28228759765625
265.8446960449219,-246.28228759765625
267.8446350097656,-246.29605102539062
269.8446044921875,-246.30982971191406
271.84454345703125,-246.32359313964844
273.8445129394531,-246.33737182617188
275.8444519042969,-246.35113525390625
277.84442138671875,-246.36489868164062
279.8443603515625,-246.37867736816406
281.8443298339844,-246.39244079589844
283.8442687988281,-246.40621948242188
285.8442077636719,-246.41998291015625
287.84417724609375,-246.4337615966797
289.8441162109375,-246.44752502441406
291.8440856933594,-246.4613037109375
293.8440246582031,-246.47506713867188
295.843994140625,-246.4888458251953
297.84393310546875,-246.5026092529297
