timestamp,1896_transform_pitch,1896_transform_yaw,1896_transform_roll,1896_vel_x,1896_vel_y,1896_vel_z,1896_angular_vel_x,1896_angular_vel_y,1896_angular_vel_z,1896_acc_x,1896_acc_y,1896_acc_z,1897_transform_pitch,1897_transform_yaw,1897_transform_roll,1897_vel_x,1897_vel_y,1897_vel_z,1897_angular_vel_x,1897_angular_vel_y,1897_angular_vel_z,1897_acc_x,1897_acc_y,1897_acc_z
1576073875944,0.0,0.0,0.0,-5.3928651766455005e-08,1.4187139640853275e-07,0.03658252954483032,-5.072121348348446e-05,1.9867911760229617e-05,1.5904433325886203e-08,2.270965637762856e-09,3.1476415642828215e-06,-0.20302250981330872,0.0,-179.99996948242188,0.0,0.0,0.0,-7.808070659637451,0.0,0.0,0.0,0.0,0.0,-9.723529815673828
1576073876008,0.0,0.0,0.0,1.0502511749166388e-08,-9.378496912404444e-08,0.028386704623699188,2.911307274189312e-05,-3.7687773328798357e-06,-1.0544730887074305e-11,1.2886232525488595e-06,-4.713127054856159e-06,-0.16391649842262268,0.0,-179.99996948242188,0.0,0.0,0.0,-8.2940034866333,0.0,0.0,0.0,0.0,0.0,-9.718656539916992
1576073876069,0.0,0.0,0.0,-2.1121303817039916e-08,1.8361465947691613e-07,0.021864239126443863,-2.5864021608867915e-06,7.837824341550004e-06,8.687015551345212e-09,-6.324763148768398e-07,5.5479927141277585e-06,-0.1304493099451065,0.0,-179.99996948242188,0.0,0.0,0.0,-8.779693603515625,0.0,0.0,0.0,0.0,0.0,-9.713802337646484
1576073876138,0.0,0.0,0.0,1.2374332669651267e-08,3.92427978113119e-07,0.01673617772758007,5.296455128700472e-06,-4.4464059101301245e-06,-5.176505002424392e-09,6.699127652609604e-07,4.176266429567477e-06,-0.10256122797727585,0.0,-179.99996948242188,0.0,0.0,0.0,-9.265140533447266,0.0,0.0,0.0,0.0,0.0,-9.708938598632812
1576073876181,0.0,0.0,0.0,-4.9691752934677424e-08,3.201502352112584e-08,0.012740720063447952,-6.168094114400446e-05,1.808553315640893e-05,1.348906852882692e-08,-1.2413216836648644e-06,-7.208259376056958e-06,-0.07990915328264236,0.0,-179.99996948242188,0.0,0.0,0.0,-9.750345230102539,0.0,0.0,0.0,0.0,0.0,-9.704093933105469
1576073876226,0.0,0.0,0.0,1.4979912421608788e-08,-3.366482204114618e-08,0.009653465822339058,1.1973683285759762e-05,-5.377989054977661e-06,-5.894680576989941e-11,1.293433342652861e-06,-1.3135968401911668e-06,-0.06174508482217789,0.0,-179.99996948242188,0.0,0.0,0.0,-10.235307693481445,0.0,0.0,0.0,0.0,0.0,-9.699249267578125
1576073876319,0.0,0.0,0.0,1.427436924217318e-08,4.576514101017892e-08,0.007283694110810757,1.3592108189186547e-05,-5.68252517041401e-06,1.8288928149701178e-09,-1.4110863588712164e-08,1.5885993889241945e-06,-0.047395434230566025,0.0,-179.99996948242188,0.0,0.0,0.0,-10.720027923583984,0.0,0.0,0.0,0.0,0.0,-9.694404602050781
1576073876362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8548737418532255e-07,-9.153028486252879e-07,-0.14567388594150543,0.0,-179.99996948242188,0.0,0.0,0.0,-11.204506874084473,0.0,0.0,0.0,0.0,0.0,-9.689579010009766
1576073876406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-11.688743591308594,0.0,0.0,0.0,0.0,0.0,-9.684734344482422
1576073876450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-12.172739028930664,0.0,0.0,0.0,0.0,0.0,-9.679908752441406
1576073876518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-12.656492233276367,0.0,0.0,0.0,0.0,0.0,-9.675064086914062
1576073876562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-13.14000415802002,0.0,0.0,0.0,0.0,0.0,-9.670238494873047
1576073876717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-13.623274803161621,0.0,0.0,0.0,0.0,0.0,-9.665412902832031
1576073876854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-14.106303215026855,0.0,0.0,0.0,0.0,0.0,-9.660568237304688
1576073877049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-14.589090347290039,0.0,0.0,0.0,0.0,0.0,-9.655742645263672
1576073877193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-15.071635246276855,0.0,0.0,0.0,0.0,0.0,-9.650897979736328
1576073877295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-15.553938865661621,0.0,0.0,0.0,0.0,0.0,-9.646072387695312
1576073877408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-16.036001205444336,0.0,0.0,0.0,0.0,0.0,-9.641246795654297
1576073877528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-16.517822265625,0.0,0.0,0.0,0.0,0.0,-9.636421203613281
1576073877681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-16.99940299987793,0.0,0.0,0.0,0.0,0.0,-9.631614685058594
1576073877774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-17.480743408203125,0.0,0.0,0.0,0.0,0.0,-9.626808166503906
1576073877887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-17.961843490600586,0.0,0.0,0.0,0.0,0.0,-9.622001647949219
1576073878007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-18.44270133972168,0.0,0.0,0.0,0.0,0.0,-9.617156982421875
1576073878115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-18.923320770263672,0.0,0.0,0.0,0.0,0.0,-9.612388610839844
1576073878234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-19.403697967529297,0.0,0.0,0.0,0.0,0.0,-9.6075439453125
1576073878347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-19.88383674621582,0.0,0.0,0.0,0.0,0.0,-9.602775573730469
1576073878460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-20.36373519897461,0.0,0.0,0.0,0.0,0.0,-9.597969055175781
1576073878572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-20.84339141845703,0.0,0.0,0.0,0.0,0.0,-9.593124389648438
1576073878691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-21.322805404663086,0.0,0.0,0.0,0.0,0.0,-9.588279724121094
1576073878805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-21.801979064941406,0.0,0.0,0.0,0.0,0.0,-9.583473205566406
1576073878936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-22.28091812133789,0.0,0.0,0.0,0.0,0.0,-9.578781127929688
1576073879043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-22.759613037109375,0.0,0.0,0.0,0.0,0.0,-9.573898315429688
1576073879161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-23.238067626953125,0.0,0.0,0.0,0.0,0.0,-9.569091796875
1576073879272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-23.71628761291504,0.0,0.0,0.0,0.0,0.0,-9.564399719238281
1576073879402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-24.19426727294922,0.0,0.0,0.0,0.0,0.0,-9.559593200683594
1576073879510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.99996948242188,0.0,0.0,0.0,-24.672006607055664,0.0,0.0,0.0,0.0,0.0,-9.554786682128906
1576073879627,0.0,0.0,0.0,-7.970697435411012e-10,-1.1988822379294106e-08,-0.005818808451294899,1.7774334537534742e-06,-4.2709502601212535e-09,-1.670870247716394e-10,-1.5941395759000443e-08,-2.397764546913095e-07,-0.11637616902589798,0.0,-179.99996948242188,0.0,0.0,0.0,-25.14950942993164,0.0,0.0,0.0,0.0,0.0,-9.550056457519531
1576073879742,0.0,0.0,0.0,2.4563968636925892e-09,1.7271213792469098e-08,-0.000481067574582994,5.424142727861181e-06,-8.894377288015676e-07,-6.121808615588975e-11,6.506932948013855e-08,5.852007234352641e-07,0.10675481706857681,0.0,-179.99996948242188,0.0,0.0,0.0,-25.62677001953125,0.0,0.0,0.0,0.0,0.0,-9.545211791992188
1576073879904,0.0,0.0,0.0,4.704521661125227e-09,2.9267441803426664e-08,0.0022591447923332453,8.782433724263683e-06,-1.6939751503741718e-06,-2.7621724352222543e-11,4.49624977250096e-08,2.399245602191513e-07,0.0548042431473732,0.0,-179.99996948242188,0.0,0.0,0.0,-26.103796005249023,0.0,0.0,0.0,0.0,0.0,-9.540519714355469
1576073880002,0.0,0.0,0.0,6.13131678761647e-09,3.034630324805221e-08,0.003459220053628087,8.859022273099981e-06,-2.202058340117219e-06,2.1575964972986306e-11,2.8535902529824853e-08,2.1577228892510902e-08,0.024001505225896835,0.0,-179.99996948242188,0.0,0.0,0.0,-26.58057975769043,0.0,0.0,0.0,0.0,0.0,-9.535675048828125
1576073880119,0.0,0.0,0.0,6.400822982755017e-09,-1.1364181595752143e-08,0.0037779423873871565,9.306803804065567e-06,-2.2865572191221872e-06,-2.0082679963451255e-09,5.390123902770938e-09,-8.34209686217946e-07,0.006374446675181389,0.0,-179.99996948242188,0.0,0.0,0.0,-27.05712890625,0.0,0.0,0.0,0.0,0.0,-9.530982971191406
1576073880233,0.0,0.0,0.0,5.957024207248196e-09,7.2531110006934796e-09,0.003623282304033637,1.0817984730238095e-05,-2.4178239073080476e-06,-4.5068113130319887e-10,-8.875975510136414e-09,3.7234585192891245e-07,-0.003093201667070389,0.0,-179.99996948242188,0.0,0.0,0.0,-27.533437728881836,0.0,0.0,0.0,0.0,0.0,-9.526176452636719
1576073880348,0.0,0.0,0.0,8.749265312246735e-09,4.252730789744419e-08,0.0032421047799289227,1.263234662474133e-05,-3.133530071863788e-06,-6.295885340845686e-11,5.584482209997077e-08,7.054839556985826e-07,-0.007623550482094288,0.0,-179.99996948242188,0.0,0.0,0.0,-28.00950813293457,0.0,0.0,0.0,0.0,0.0,-9.521408081054688
1576073880472,0.0,0.0,0.0,-2.0985593707223416e-08,-8.903514370217636e-09,0.002778314985334873,-6.1627488321391866e-06,7.795537385391071e-06,-5.660810709073871e-10,-5.946972123638261e-07,-1.0286164524586638e-06,-0.009275795891880989,0.0,-179.99996948242188,0.0,0.0,0.0,-28.485342025756836,0.0,0.0,0.0,0.0,0.0,-9.516677856445312
