timestamp,1153_transform_pitch,1153_transform_yaw,1153_transform_roll,1153_vel_x (m/s),1153_vel_y (m/s),1153_vel_z (m/s),1153_angular_vel_x (rad/s),1153_angular_vel_y (rad/s),1153_angular_vel_z (rad/s),1153_acc_x (m/s²),1153_acc_y (m/s²),1153_acc_z (m/s²) gravity,1154_transform_pitch,1154_transform_yaw,1154_transform_roll,1154_vel_x (m/s),1154_vel_y (m/s),1154_vel_z (m/s),1154_angular_vel_x (rad/s),1154_angular_vel_y (rad/s),1154_angular_vel_z (rad/s),1154_acc_x (m/s²),1154_acc_y (m/s²),1154_acc_z (m/s²) gravity
1576242971447,0.02,-1.4,-0.15,6.58,-0.29,0.0,0.18,1.01,-3.68,2.42,0.12,-0.0,0.55,179.42,-0.09,-8.39,-0.07,0.0,-4.81,0.27,10.3,-4.35,-1.22,0.0
1576242971564,-0.03,-1.51,-0.08,6.7,-0.2,0.0,-1.55,0.99,-1.87,2.54,1.69,0.0,0.56,179.94,-0.28,-8.59,-0.16,-0.0,-3.25,0.15,10.46,-4.09,-1.8,-0.0
1576242971680,-0.07,-1.42,0.05,6.82,-0.08,0.0,-2.28,0.83,3.12,2.27,2.54,-0.0,0.56,-179.88,-0.23,-8.79,-0.04,-0.0,1.88,0.05,1.4,-3.93,2.53,-0.0
1576242971804,-0.08,-1.28,0.1,6.77,-0.05,-0.0,-0.58,-0.01,2.65,-0.94,0.47,-0.0,0.56,179.79,0.03,-8.96,0.21,0.0,6.29,-0.12,-10.26,-3.39,5.02,0.0
1576242971933,-0.08,-1.19,0.06,6.81,-0.12,0.0,1.05,-0.02,1.47,0.72,-1.3,0.0,0.56,179.16,0.31,-9.14,0.36,-0.0,4.96,-0.12,-13.59,-3.58,3.01,-0.0
1576242972041,-0.07,-1.22,-0.01,6.75,-0.18,0.0,1.13,-0.38,-1.32,-1.02,-1.14,0.0,0.55,178.96,0.23,-9.31,0.16,-0.0,-3.26,-0.03,-0.0,-3.58,-4.12,-0.0
1576242972209,-0.06,-1.3,-0.06,6.79,-0.22,0.0,0.82,-0.11,-1.64,0.75,-0.93,-0.0,0.54,179.4,-0.09,-9.47,-0.11,0.0,-7.11,-0.08,12.5,-3.15,-5.44,0.0
1576242972334,-0.04,-1.36,-0.04,6.74,-0.18,0.0,-0.64,-0.33,-1.18,-1.0,0.92,0.0,0.54,179.9,-0.25,-9.66,-0.12,-0.0,-2.39,-0.03,9.14,-3.65,-0.12,-0.0
1576242972427,-0.04,-1.36,-0.0,6.78,-0.15,0.0,-0.58,-0.03,0.68,0.81,0.51,-0.0,0.54,179.81,-0.07,-9.81,0.15,0.0,5.31,-0.16,-6.07,-3.05,5.5,0.0
1576242972561,-0.02,-1.36,0.0,6.66,-0.15,-0.0,-0.04,-0.61,-0.49,-2.37,-0.06,-0.0,0.53,179.29,0.2,-9.97,0.33,0.0,5.27,-0.15,-12.16,-3.26,3.44,-0.0
1576242972682,0.02,-1.35,0.0,6.51,-0.15,0.0,0.02,-0.87,0.61,-3.02,0.02,0.0,0.52,178.39,0.54,-10.11,0.61,-0.0,6.87,-0.31,-19.98,-2.77,5.59,-0.0
1576242972795,0.1,-1.35,0.0,6.08,-0.14,-0.0,-0.03,-2.07,-0.31,-8.71,0.2,-0.0,0.52,177.8,0.58,-10.29,0.5,-0.0,-1.02,0.02,-8.43,-3.56,-2.04,-0.0
1576242972917,0.25,-1.35,0.0,5.4,-0.13,-0.0,-0.06,-3.27,0.19,-13.55,0.31,-0.0,0.52,177.93,0.29,-10.44,0.25,0.0,-6.62,0.14,6.65,-3.14,-5.06,0.01
1576242973029,0.42,-1.35,-0.0,4.73,-0.11,-0.01,-0.07,-2.92,-0.01,-13.51,0.32,-0.25,0.51,178.61,-0.1,-10.6,0.0,0.0,-7.83,0.12,16.25,-3.05,-4.98,0.0
1576242973142,0.56,-1.35,-0.0,4.05,-0.1,-0.01,-0.07,-2.92,-0.01,-13.5,0.32,0.12,0.51,179.56,-0.45,-10.75,-0.21,-0.0,-6.67,0.05,20.01,-3.13,-4.18,-0.0
1576242973301,0.7,-1.35,-0.0,3.38,-0.08,-0.0,-0.06,-2.64,-0.01,-13.44,0.32,0.07,0.51,-179.84,-0.51,-10.92,-0.12,-0.0,0.23,0.03,9.14,-3.39,1.67,-0.0
1576242973458,0.82,-1.35,-0.0,2.71,-0.06,-0.0,-0.05,-2.27,-0.01,-13.38,0.32,0.04,0.5,-179.99,-0.22,-11.06,0.17,0.0,6.89,-0.12,-7.82,-2.73,5.77,0.0
1576242973566,0.92,-1.35,-0.0,2.04,-0.05,0.0,-0.04,-1.87,-0.01,-13.32,0.31,0.02,0.49,179.11,0.26,-11.17,0.54,0.0,10.39,-0.34,-22.61,-2.17,7.46,0.0
1576242973676,1.0,-1.35,-0.0,1.38,-0.03,0.0,-0.03,-1.49,-0.0,-13.21,0.31,0.01,0.49,177.81,0.71,-11.3,0.81,-0.0,8.44,-0.32,-27.21,-2.64,5.52,-0.01
1576242973833,1.06,-1.35,-0.0,0.73,-0.02,0.0,-0.03,-1.16,0.0,-13.14,0.31,0.0,0.49,177.13,0.67,-11.45,0.55,-0.0,-5.33,0.15,-4.86,-3.02,-5.34,-0.0
1576242973926,1.1,-1.35,-0.0,0.15,-0.0,0.0,-0.01,-0.47,-0.0,-11.62,0.27,0.0,0.47,177.76,0.11,-11.53,0.06,0.0,-13.52,0.12,20.98,-1.65,-9.73,0.01
1576242974043,1.08,-1.35,-0.0,-0.0,0.0,0.0,0.03,1.35,-0.01,-2.97,0.07,-0.0,0.47,179.02,-0.43,-11.68,-0.19,0.0,-9.79,0.23,26.93,-3.0,-4.96,-0.0
1576242974177,0.97,-1.35,-0.0,-0.01,0.0,0.0,0.05,2.45,-0.0,-0.05,0.0,-0.0,0.47,179.73,-0.46,-11.83,0.05,-0.0,3.22,0.03,6.94,-2.96,4.8,-0.01
1576242974340,0.83,-1.35,0.0,-0.01,0.0,0.0,0.04,2.77,-0.0,-0.02,-0.0,-0.0,0.47,179.63,-0.21,-11.98,0.23,0.0,5.38,0.02,-5.49,-3.06,3.48,0.0
1576242974480,0.69,-1.35,0.0,-0.01,0.0,0.0,0.05,2.7,-0.0,0.0,0.0,-0.0,0.47,178.82,0.23,-12.08,0.61,0.0,10.5,-0.36,-21.98,-2.0,7.68,0.0
1576242974593,0.57,-1.35,0.0,-0.01,0.0,0.0,0.05,2.44,-0.0,0.01,0.0,-0.0,0.47,178.0,0.43,-12.25,0.54,-0.0,0.73,0.07,-12.0,-3.34,-1.38,-0.0
1576242974706,0.46,-1.35,0.0,-0.01,0.0,0.0,0.05,2.1,-0.0,0.02,0.0,-0.0,0.48,177.66,0.39,-12.42,0.52,-0.0,-1.17,0.15,-4.86,-3.32,-0.53,0.0
1576242974820,0.36,-1.35,0.0,-0.0,0.0,0.0,0.04,1.76,-0.0,0.02,-0.0,-0.0,0.47,178.05,0.05,-12.55,0.17,0.0,-8.49,0.18,13.56,-2.56,-6.93,0.0
1576242975003,0.29,-1.35,0.0,-0.0,0.0,0.0,0.04,1.44,-0.0,0.02,-0.0,-0.0,0.47,179.08,-0.4,-12.68,-0.13,0.0,-8.93,0.15,23.3,-2.71,-5.88,-0.0
1576242975183,0.22,-1.35,0.0,-0.0,0.0,0.0,0.03,1.16,-0.0,0.01,-0.0,-0.0,0.47,179.75,-0.46,-12.83,0.05,-0.0,1.79,0.05,7.84,-3.06,3.43,-0.0
1576242975317,0.17,-1.35,0.0,-0.0,0.0,0.0,0.03,0.92,-0.0,0.01,-0.0,-0.0,0.47,179.8,-0.3,-12.99,0.14,0.0,3.39,0.04,-1.4,-3.12,1.96,0.0
1576242975450,0.13,-1.35,0.0,-0.0,0.0,0.0,0.02,0.73,-0.0,0.01,-0.0,-0.0,0.47,179.22,0.06,-13.1,0.48,0.0,9.16,-0.26,-17.47,-2.2,6.77,0.0
1576242975544,0.1,-1.35,0.0,-0.0,0.0,0.0,0.02,0.57,-0.0,0.01,-0.0,-0.0,0.43,178.11,0.49,-13.06,0.74,-0.0,8.21,-1.14,-24.02,0.72,5.22,-0.0
1576242975673,0.08,-1.35,0.0,-0.0,0.0,0.0,0.01,0.44,-0.0,0.01,-0.0,-0.0,0.39,177.25,0.63,-13.06,0.73,-0.0,1.6,-0.97,-14.79,0.15,-0.25,-0.0
1576242975788,0.06,-1.35,0.0,-0.0,0.0,0.0,0.01,0.34,-0.0,0.01,-0.0,-0.0,0.34,177.16,0.42,-13.04,0.48,0.0,-5.94,-0.63,3.61,0.42,-5.1,0.01
1576242975973,0.05,-1.35,0.0,-0.0,0.0,0.0,0.01,0.26,-0.0,0.0,-0.0,-0.0,0.29,177.95,-0.06,-12.98,0.1,0.0,-10.74,-0.51,21.37,1.01,-7.58,0.01
1576242976105,0.03,-1.35,0.0,-0.0,0.0,0.0,0.01,0.2,-0.0,0.0,-0.0,-0.0,0.26,179.36,-0.6,-12.94,-0.26,-0.0,-10.79,-0.5,31.05,0.98,-7.23,-0.01
1576242976237,0.03,-1.35,0.0,-0.0,0.0,0.0,0.01,0.15,-0.0,0.0,-0.0,-0.0,0.33,-179.33,-0.93,-12.92,-0.37,0.06,-5.14,2.15,24.51,0.35,-2.11,1.12
1576242976360,0.02,-1.35,0.0,-0.0,0.0,0.0,0.0,0.12,-0.0,0.0,-0.0,-0.0,0.45,-178.86,-0.78,-12.88,-0.09,0.08,6.27,2.49,1.04,0.67,5.55,0.42
1576242976505,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.0,-0.0,0.54,-179.64,-0.22,-12.79,0.36,0.07,12.89,1.58,-23.16,1.95,9.12,-0.13
1576242976613,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,179.0,0.3,-12.74,0.62,0.07,9.61,1.76,-28.96,0.85,5.12,0.0
1576242976734,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,177.47,0.72,-12.7,0.91,0.07,7.68,0.41,-31.26,0.93,5.84,0.07
1576242976889,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,176.62,0.68,-12.85,0.69,0.08,-5.17,-1.59,-7.71,-3.06,-4.48,0.09
1576242976997,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,177.13,0.14,-12.95,0.25,0.07,-12.68,-1.2,18.32,-1.97,-8.74,-0.26
1576242977106,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,178.56,-0.51,-13.06,-0.15,0.06,-13.14,-1.14,32.72,-2.17,-7.96,-0.21
1576242977220,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-179.55,-1.13,-13.16,-0.55,0.05,-12.12,-1.55,39.93,-2.07,-8.14,-0.07
1576242977351,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,-178.15,-1.3,-13.31,-0.46,0.03,0.98,-0.35,20.38,-3.06,1.93,-0.36
1576242977464,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,-177.99,-0.95,-13.42,-0.15,0.01,9.44,0.36,-5.42,-2.21,6.15,-0.41
1576242977586,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,-179.1,-0.27,-13.46,0.35,0.0,15.33,0.13,-30.45,-0.8,9.96,-0.21
1576242977734,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,178.71,0.6,-13.45,0.96,-0.0,17.81,-0.45,-49.41,0.24,12.17,-0.13
1576242977886,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,176.46,1.14,-13.59,1.12,-0.01,6.26,0.24,-39.17,-2.69,3.24,-0.07
1576242977982,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,175.5,0.99,-13.72,0.87,-0.01,-5.98,0.77,-9.75,-2.61,-4.9,0.02
1576242978106,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,175.94,0.46,-13.81,0.49,-0.0,-12.63,0.94,17.58,-1.8,-7.64,0.06
1576242978222,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,177.64,-0.35,-13.82,-0.09,-0.0,-17.72,0.62,42.03,-0.29,-11.66,0.05
1576242978341,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,-179.99,-1.12,-13.9,-0.53,0.0,-14.54,0.46,49.31,-1.63,-8.85,0.02
1576242978474,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-178.15,-1.4,-14.03,-0.48,0.0,-0.54,0.4,28.0,-2.44,1.02,-0.0
1576242978583,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-177.74,-1.08,-14.07,-0.18,0.0,8.99,0.07,-1.67,-0.96,6.06,0.02
1576242978716,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,-178.75,-0.42,-14.03,0.31,0.0,15.18,-0.46,-29.16,0.95,9.7,0.02
1576242978837,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,179.01,0.51,-13.85,0.96,0.01,19.8,-1.29,-52.02,3.62,13.18,0.07
1576242978949,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,176.36,1.26,-13.77,1.3,0.01,11.32,-0.85,-50.09,1.6,6.68,0.03
1576242979090,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,174.81,1.29,-13.72,1.12,0.01,-3.85,0.03,-21.01,0.98,-3.61,0.04
1576242979190,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,174.75,0.83,-13.61,0.79,0.01,-11.19,0.18,8.4,2.07,-6.58,-0.03
1576242979310,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,176.06,0.1,-13.45,0.27,0.01,-16.27,-0.03,34.64,3.3,-10.46,0.03
1576242979425,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,178.44,-0.79,-13.26,-0.35,0.01,-18.0,-0.4,52.95,3.79,-12.36,0.04
1576242979544,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-179.14,-1.36,-13.22,-0.53,0.01,-7.11,-0.06,42.6,0.83,-3.48,-0.03
1576242979662,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-178.05,-1.25,-13.2,-0.26,0.01,6.13,0.08,11.23,0.37,5.43,-0.03
1576242979780,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-178.53,-0.66,-13.14,0.2,0.0,13.98,0.12,-19.56,1.17,9.02,-0.07
1576242979895,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,179.61,0.21,-13.02,0.82,0.0,18.83,-0.42,-45.2,2.5,12.5,-0.06
1576242980011,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,177.07,1.02,-13.0,1.29,-0.0,14.94,-0.2,-52.6,0.23,9.39,-0.07
1576242980152,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,175.05,1.31,-13.11,1.28,-0.0,1.17,0.83,-32.04,-2.09,-0.15,-0.03
1576242980262,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,174.56,0.94,-13.18,0.92,-0.0,-10.73,1.46,1.51,-1.34,-7.3,0.03
1576242980375,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,175.62,0.16,-13.19,0.41,-0.04,-17.29,-0.37,29.68,-0.2,-10.08,-0.7
1576242980493,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,177.59,-0.74,-13.15,-0.04,-0.22,-13.78,-8.89,43.05,0.65,-8.98,-3.58
1576242980614,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48,-179.92,-1.39,-13.06,-0.56,-0.13,-12.55,-3.21,50.83,1.87,-10.54,1.78
1576242980732,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.54,-178.12,-1.54,-13.05,-0.47,-0.06,1.92,-0.63,26.04,0.13,1.91,1.29
1576242980848,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,-177.85,-1.11,-13.0,-0.13,-0.03,11.03,0.01,-4.24,1.08,6.64,0.73
1576242980964,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,-178.96,-0.49,-12.88,0.37,-0.09,11.65,5.3,-30.63,2.43,10.12,-1.22
1576242981088,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,179.34,0.15,-12.84,0.6,-0.14,14.17,7.36,-33.7,0.7,4.49,-0.97
1576242981202,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,177.69,0.69,-12.81,0.86,-0.06,9.88,1.79,-32.94,0.7,5.35,1.44
1576242981317,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,176.81,0.7,-12.79,0.61,-0.03,-4.38,0.64,-7.9,0.38,-4.99,0.77
1576242981447,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,177.36,0.18,-12.7,0.14,-0.0,-12.85,0.19,19.79,1.7,-9.39,0.41
1576242981585,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,179.07,-0.59,-12.58,-0.41,0.0,-15.9,-0.17,40.15,2.52,-11.08,0.19
1576242981700,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-178.84,-1.2,-12.53,-0.75,0.01,-11.11,-0.15,42.37,1.02,-6.84,0.06
1576242981815,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-177.43,-1.29,-12.48,-0.61,0.01,2.72,0.09,19.32,0.9,2.86,0.01
1576242981933,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-177.38,-0.85,-12.44,-0.26,0.01,11.14,0.36,-7.99,0.83,7.03,0.02
1576242982078,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-178.62,-0.11,-12.37,0.27,0.01,16.52,0.27,-32.53,1.49,10.51,-0.0
1576242982182,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,179.1,0.81,-12.26,0.9,0.01,18.77,-0.19,-51.25,2.19,12.7,-0.04
1576242982299,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,176.72,1.41,-12.32,1.11,0.0,7.45,0.57,-42.35,-1.31,4.09,-0.06
1576242982421,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,175.62,1.28,-12.41,0.85,0.0,-6.25,1.19,-11.98,-1.81,-5.1,-0.01
1576242982538,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,175.96,0.72,-12.47,0.46,0.0,-13.16,1.32,15.81,-1.19,-7.86,0.01
1576242982671,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,177.56,-0.11,-12.47,-0.12,0.0,-17.92,0.95,39.8,0.05,-11.51,-0.0
1576242982777,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,179.9,-0.94,-12.52,-0.61,0.0,-15.76,0.7,49.6,-1.01,-9.79,-0.03
1576242982888,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,-178.14,-1.28,-12.66,-0.6,0.0,-1.94,0.89,31.0,-2.85,0.04,-0.03
1576242983021,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,-177.7,-0.93,-12.74,-0.22,0.0,10.52,0.71,-2.15,-1.59,7.75,0.01
1576242983132,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,-178.81,-0.16,-12.74,0.34,0.0,17.25,0.23,-31.71,0.04,11.2,0.02
1576242983248,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,179.22,0.6,-12.83,0.75,0.0,14.15,0.32,-42.02,-1.73,8.11,-0.01
1576242983359,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,176.97,1.24,-12.91,1.18,-0.0,12.39,-0.03,-46.39,-1.61,8.7,-0.03
1576242983481,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,175.31,1.42,-13.06,1.11,-0.0,-1.31,0.71,-23.89,-3.14,-1.45,-0.01
1576242983599,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,175.1,1.01,-13.18,0.78,0.0,-10.58,1.07,5.39,-2.42,-6.55,0.03
1576242983714,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,176.27,0.28,-13.25,0.27,0.0,-16.42,0.97,31.79,-1.25,-10.2,0.02
1576242983829,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,178.57,-0.66,-13.24,-0.38,0.0,-19.46,0.4,52.48,0.05,-13.03,-0.01
1576242983941,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,-178.89,-1.33,-13.39,-0.64,-0.0,-9.41,0.57,46.47,-2.83,-5.32,-0.04
1576242984061,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-177.6,-1.27,-13.52,-0.39,-0.0,5.79,0.53,14.39,-2.62,5.16,-0.0
1576242984173,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-177.96,-0.69,-13.58,0.05,0.0,13.78,0.33,-17.36,-1.33,8.68,0.03
1576242984291,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,-179.72,0.17,-13.57,0.65,0.0,18.66,-0.25,-43.64,0.26,12.1,0.01
1576242984412,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,177.57,1.1,-13.57,1.27,-0.0,18.58,-0.68,-58.58,0.06,12.39,-0.03
1576242984523,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,174.94,1.67,-13.71,1.48,-0.0,6.84,0.16,-46.31,-2.91,4.21,-0.04
1576242984638,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,173.48,1.66,-13.86,1.45,-0.0,-1.81,0.57,-22.16,-2.98,-0.65,0.01
1576242984758,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,172.81,1.56,-13.92,1.55,-0.0,-1.94,-0.05,-10.13,-1.11,1.98,0.02
1576242984875,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,172.5,1.48,-13.84,1.65,0.0,-1.67,-0.95,-4.59,1.62,1.98,0.01
1576242984992,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,172.36,1.39,-13.64,1.71,0.0,-2.0,-1.61,-2.17,4.0,1.19,0.01
1576242985107,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,172.29,1.29,-13.37,1.73,0.0,-2.44,-1.84,-1.13,5.33,0.52,0.0
1576242985276,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,172.25,1.17,-13.06,1.74,0.0,-2.75,-1.84,-0.68,6.24,0.02,0.0
1576242985369,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,172.22,1.04,-12.68,1.71,0.0,-2.9,-1.94,-0.49,7.57,-0.45,0.0
1576242985482,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,172.2,0.91,-12.28,1.68,0.0,-2.84,-1.75,-0.39,7.98,-0.7,-0.0
1576242985594,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,172.19,0.79,-11.88,1.64,0.0,-2.65,-1.44,-0.31,7.96,-0.84,-0.0
1576242985733,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32,172.17,0.67,-11.49,1.59,0.0,-2.41,-1.16,-0.26,7.94,-0.93,-0.0
1576242985846,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38,172.16,0.57,-11.09,1.54,0.0,-2.14,-0.92,-0.22,7.92,-1.0,-0.0
1576242985960,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43,172.15,0.48,-10.69,1.49,0.0,-1.87,-0.74,-0.18,7.91,-1.04,-0.0
1576242986082,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48,172.15,0.4,-10.3,1.43,0.0,-1.61,-0.59,-0.16,7.9,-1.07,-0.0
1576242986197,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,172.14,0.33,-9.91,1.38,0.0,-1.37,-0.47,-0.14,7.89,-1.09,-0.0
1576242986323,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.54,172.13,0.27,-9.51,1.33,0.0,-1.15,-0.38,-0.13,7.88,-1.1,-0.0
1576242986442,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.56,172.13,0.22,-9.12,1.27,-0.0,-0.96,-0.3,-0.12,7.87,-1.1,-0.0
1576242986551,0.02,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59,172.12,0.18,-8.67,1.21,-0.0,-0.85,-0.58,-0.13,8.92,-1.25,-0.0
